name,brand,gender,category,size,price,url,img_url,article_no,blob_url
ESSENTIAL SCANTON SLIM,Tommy Hilfiger,boy,BYXOR,10 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/tommy-hilfiger-essential-scanton-slim-35919,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/tommy-hilfiger_byxor_bla_barnklader_35919-gnxv.jpg,product-entry-id-35919,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35919
ESSENTIAL SCANTON SLIM,Tommy Hilfiger,boy,BYXOR,12 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/tommy-hilfiger-essential-scanton-slim-35919,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/tommy-hilfiger_byxor_bla_barnklader_35919-gnxv.jpg,product-entry-id-35919,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35919
ESSENTIAL SCANTON SLIM,Tommy Hilfiger,boy,BYXOR,14 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/tommy-hilfiger-essential-scanton-slim-35919,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/tommy-hilfiger_byxor_bla_barnklader_35919-gnxv.jpg,product-entry-id-35919,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35919
ESSENTIAL SCANTON SLIM,Tommy Hilfiger,boy,BYXOR,16 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/tommy-hilfiger-essential-scanton-slim-35919,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/tommy-hilfiger_byxor_bla_barnklader_35919-gnxv.jpg,product-entry-id-35919,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35919
EU COTTON FLEECE JOGGER,Under Armour,boy,BYXOR,S,"
319 SEK399 SEK ",https://kidsbrandstore.se/under-armour-eu-cotton-fleece-jogger-34729,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/under-armour_byxor_svart_barnklader_34729-944k.jpg,product-entry-id-34729,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34729
EU COTTON FLEECE JOGGER,Under Armour,boy,BYXOR,M,"
319 SEK399 SEK ",https://kidsbrandstore.se/under-armour-eu-cotton-fleece-jogger-34729,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/under-armour_byxor_svart_barnklader_34729-944k.jpg,product-entry-id-34729,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34729
EU COTTON FLEECE JOGGER,Under Armour,boy,BYXOR,L,"
319 SEK399 SEK ",https://kidsbrandstore.se/under-armour-eu-cotton-fleece-jogger-34729,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/under-armour_byxor_svart_barnklader_34729-944k.jpg,product-entry-id-34729,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34729
EU COTTON FLEECE JOGGER,Under Armour,boy,BYXOR,XL,"
319 SEK399 SEK ",https://kidsbrandstore.se/under-armour-eu-cotton-fleece-jogger-34729,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/under-armour_byxor_svart_barnklader_34729-944k.jpg,product-entry-id-34729,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34729
PROTOTYPE PANT,Under Armour,boy,BYXOR,S,"
319 SEK399 SEK ",https://kidsbrandstore.se/under-armour-prototype-pant-34691,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/under-armour_byxor_svart_barnklader_34691-rb-h.jpg,product-entry-id-34691,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34691
PROTOTYPE PANT,Under Armour,boy,BYXOR,M,"
319 SEK399 SEK ",https://kidsbrandstore.se/under-armour-prototype-pant-34691,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/under-armour_byxor_svart_barnklader_34691-rb-h.jpg,product-entry-id-34691,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34691
PROTOTYPE PANT,Under Armour,boy,BYXOR,L,"
319 SEK399 SEK ",https://kidsbrandstore.se/under-armour-prototype-pant-34691,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/under-armour_byxor_svart_barnklader_34691-rb-h.jpg,product-entry-id-34691,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34691
PROTOTYPE PANT,Under Armour,boy,BYXOR,XL,"
319 SEK399 SEK ",https://kidsbrandstore.se/under-armour-prototype-pant-34691,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/under-armour_byxor_svart_barnklader_34691-rb-h.jpg,product-entry-id-34691,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34691
Pants,Replay,boy,BYXOR,10 år,"
959 SEK1 199 SEK ",https://kidsbrandstore.se/replay-pants-37525,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/replay_byxor_svart_barnklader_37525-27se.jpg,product-entry-id-37525,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37525
Pants,Replay,boy,BYXOR,12 år,"
959 SEK1 199 SEK ",https://kidsbrandstore.se/replay-pants-37525,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/replay_byxor_svart_barnklader_37525-27se.jpg,product-entry-id-37525,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37525
Pants,Replay,boy,BYXOR,14 år,"
959 SEK1 199 SEK ",https://kidsbrandstore.se/replay-pants-37525,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/replay_byxor_svart_barnklader_37525-27se.jpg,product-entry-id-37525,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37525
Pants,Replay,boy,BYXOR,16 år,"
959 SEK1 199 SEK ",https://kidsbrandstore.se/replay-pants-37525,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/replay_byxor_svart_barnklader_37525-27se.jpg,product-entry-id-37525,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37525
Pants,Replay,boy,BYXOR,10 år,"
799 SEK999 SEK ",https://kidsbrandstore.se/replay-pants-37524,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/replay_byxor_gra_barnklader_37524-2t3l.jpg,product-entry-id-37524,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37524
Pants,Replay,boy,BYXOR,12 år,"
799 SEK999 SEK ",https://kidsbrandstore.se/replay-pants-37524,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/replay_byxor_gra_barnklader_37524-2t3l.jpg,product-entry-id-37524,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37524
Pants,Replay,boy,BYXOR,14 år,"
799 SEK999 SEK ",https://kidsbrandstore.se/replay-pants-37524,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/replay_byxor_gra_barnklader_37524-2t3l.jpg,product-entry-id-37524,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37524
Pants,Replay,boy,BYXOR,16 år,"
799 SEK999 SEK ",https://kidsbrandstore.se/replay-pants-37524,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/replay_byxor_gra_barnklader_37524-2t3l.jpg,product-entry-id-37524,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37524
JR ORIG PA,Peak Performance,boy,BYXOR,130 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36585,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_gra_barnklader_36585-992h.jpg,product-entry-id-36585,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36585
JR ORIG PA,Peak Performance,boy,BYXOR,140 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36585,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_gra_barnklader_36585-992h.jpg,product-entry-id-36585,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36585
JR ORIG PA,Peak Performance,boy,BYXOR,150 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36585,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_gra_barnklader_36585-992h.jpg,product-entry-id-36585,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36585
JR ORIG PA,Peak Performance,boy,BYXOR,160 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36585,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_gra_barnklader_36585-992h.jpg,product-entry-id-36585,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36585
JR ORIG PA,Peak Performance,boy,BYXOR,170 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36585,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_gra_barnklader_36585-992h.jpg,product-entry-id-36585,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36585
JR ORIG PA,Peak Performance,boy,BYXOR,130 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36582,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_svart_barnklader_36582-vcxu.jpg,product-entry-id-36582,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36582
JR ORIG PA,Peak Performance,boy,BYXOR,140 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36582,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_svart_barnklader_36582-vcxu.jpg,product-entry-id-36582,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36582
JR ORIG PA,Peak Performance,boy,BYXOR,150 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36582,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_svart_barnklader_36582-vcxu.jpg,product-entry-id-36582,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36582
JR ORIG PA,Peak Performance,boy,BYXOR,160 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36582,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_svart_barnklader_36582-vcxu.jpg,product-entry-id-36582,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36582
JR ORIG PA,Peak Performance,boy,BYXOR,170 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-orig-pa-36582,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_byxor_svart_barnklader_36582-vcxu.jpg,product-entry-id-36582,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36582
SLIM COTTON CHINO,Calvin Klein,boy,BYXOR,10 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-slim-cotton-chino-35853,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_byxor_gron_barnklader_35853-67ai.jpg,product-entry-id-35853,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35853
SLIM COTTON CHINO,Calvin Klein,boy,BYXOR,12 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-slim-cotton-chino-35853,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_byxor_gron_barnklader_35853-67ai.jpg,product-entry-id-35853,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35853
SLIM COTTON CHINO,Calvin Klein,boy,BYXOR,14 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-slim-cotton-chino-35853,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_byxor_gron_barnklader_35853-67ai.jpg,product-entry-id-35853,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35853
SLIM COTTON CHINO,Calvin Klein,boy,BYXOR,16 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-slim-cotton-chino-35853,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_byxor_gron_barnklader_35853-67ai.jpg,product-entry-id-35853,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35853
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,134-140 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35774,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_bla_barnklader_35774-9dt7.jpg,product-entry-id-35774,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35774
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,146-152 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35774,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_bla_barnklader_35774-9dt7.jpg,product-entry-id-35774,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35774
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,158-164 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35774,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_bla_barnklader_35774-9dt7.jpg,product-entry-id-35774,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35774
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,170 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35774,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_bla_barnklader_35774-9dt7.jpg,product-entry-id-35774,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35774
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,176 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35774,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_bla_barnklader_35774-9dt7.jpg,product-entry-id-35774,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35774
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,134-140 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35773,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_gra_barnklader_35773-pu06.jpg,product-entry-id-35773,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35773
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,146-152 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35773,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_gra_barnklader_35773-pu06.jpg,product-entry-id-35773,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35773
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,158-164 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35773,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_gra_barnklader_35773-pu06.jpg,product-entry-id-35773,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35773
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,170 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35773,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_gra_barnklader_35773-pu06.jpg,product-entry-id-35773,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35773
GANT LOGO SWEAT PANTS,Gant,boy,BYXOR,176 cm,"
559 SEK699 SEK ",https://kidsbrandstore.se/gant-gant-logo-sweat-pants-35773,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/gant_byxor_gra_barnklader_35773-pu06.jpg,product-entry-id-35773,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35773
Club Nomade Sweat Pant,Scotch & Soda,boy,BYXOR,10 år,"
639 SEK799 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-sweat-pant-35534,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_byxor_rod_barnklader_35534--nzm.jpg,product-entry-id-35534,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35534
Club Nomade Sweat Pant,Scotch & Soda,boy,BYXOR,12 år,"
639 SEK799 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-sweat-pant-35534,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_byxor_rod_barnklader_35534--nzm.jpg,product-entry-id-35534,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35534
Club Nomade Sweat Pant,Scotch & Soda,boy,BYXOR,14 år,"
639 SEK799 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-sweat-pant-35534,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_byxor_rod_barnklader_35534--nzm.jpg,product-entry-id-35534,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35534
Club Nomade Sweat Pant,Scotch & Soda,boy,BYXOR,16 år,"
639 SEK799 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-sweat-pant-35534,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_byxor_rod_barnklader_35534--nzm.jpg,product-entry-id-35534,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35534
Club Nomade Sweat Pant,Scotch & Soda,boy,BYXOR,10 år,"
639 SEK799 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-sweat-pant-35533,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_byxor_gra_barnklader_35533-e1f8.jpg,product-entry-id-35533,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35533
Club Nomade Sweat Pant,Scotch & Soda,boy,BYXOR,12 år,"
639 SEK799 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-sweat-pant-35533,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_byxor_gra_barnklader_35533-e1f8.jpg,product-entry-id-35533,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35533
Club Nomade Sweat Pant,Scotch & Soda,boy,BYXOR,14 år,"
639 SEK799 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-sweat-pant-35533,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_byxor_gra_barnklader_35533-e1f8.jpg,product-entry-id-35533,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35533
Club Nomade Sweat Pant,Scotch & Soda,boy,BYXOR,16 år,"
639 SEK799 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-sweat-pant-35533,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_byxor_gra_barnklader_35533-e1f8.jpg,product-entry-id-35533,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35533
NEON TAPE SWEATPANTS,Calvin Klein,boy,BYXOR,10 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-neon-tape-sweatpants-35855,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_byxor_bla_barnklader_35855-m-my.jpg,product-entry-id-35855,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35855
NEON TAPE SWEATPANTS,Calvin Klein,boy,BYXOR,12 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-neon-tape-sweatpants-35855,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_byxor_bla_barnklader_35855-m-my.jpg,product-entry-id-35855,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35855
NEON TAPE SWEATPANTS,Calvin Klein,boy,BYXOR,14 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-neon-tape-sweatpants-35855,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_byxor_bla_barnklader_35855-m-my.jpg,product-entry-id-35855,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35855
NEON TAPE SWEATPANTS,Calvin Klein,boy,BYXOR,16 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-neon-tape-sweatpants-35855,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_byxor_bla_barnklader_35855-m-my.jpg,product-entry-id-35855,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35855
PANT,Lacoste,boy,BYXOR,10 år,"
479 SEK799 SEK ",https://kidsbrandstore.se/lacoste-pant-33464,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/lacoste_byxor_bla_barnklader_33464-_uvs.jpg,product-entry-id-33464,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33464
PANT,Lacoste,boy,BYXOR,12 år,"
479 SEK799 SEK ",https://kidsbrandstore.se/lacoste-pant-33464,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/lacoste_byxor_bla_barnklader_33464-_uvs.jpg,product-entry-id-33464,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33464
PANT,Lacoste,boy,BYXOR,14 år,"
479 SEK799 SEK ",https://kidsbrandstore.se/lacoste-pant-33464,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/lacoste_byxor_bla_barnklader_33464-_uvs.jpg,product-entry-id-33464,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33464
PANT,Lacoste,boy,BYXOR,16 år,"
479 SEK799 SEK ",https://kidsbrandstore.se/lacoste-pant-33464,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/lacoste_byxor_bla_barnklader_33464-_uvs.jpg,product-entry-id-33464,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33464
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 8,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32998,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_bla_barnklader_32998-psfv.jpg,product-entry-id-32998,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32998
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 10,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32998,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_bla_barnklader_32998-psfv.jpg,product-entry-id-32998,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32998
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 12,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32998,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_bla_barnklader_32998-psfv.jpg,product-entry-id-32998,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32998
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 14,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32998,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_bla_barnklader_32998-psfv.jpg,product-entry-id-32998,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32998
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 16,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32998,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_bla_barnklader_32998-psfv.jpg,product-entry-id-32998,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32998
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 18,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32998,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_bla_barnklader_32998-psfv.jpg,product-entry-id-32998,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32998
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 20,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32998,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_bla_barnklader_32998-psfv.jpg,product-entry-id-32998,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32998
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 8,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32991,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_vit_barnklader_32991-136o.jpg,product-entry-id-32991,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32991
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 10,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32991,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_vit_barnklader_32991-136o.jpg,product-entry-id-32991,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32991
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 12,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32991,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_vit_barnklader_32991-136o.jpg,product-entry-id-32991,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32991
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 14,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32991,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_vit_barnklader_32991-136o.jpg,product-entry-id-32991,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32991
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 16,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32991,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_vit_barnklader_32991-136o.jpg,product-entry-id-32991,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32991
BELTED PANT-BOTTOMS-PANT,Ralph Lauren,boy,BYXOR,Size 18,"
537 SEK895 SEK ",https://kidsbrandstore.se/ralph-lauren-belted-pant-bottoms-pant-32991,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_byxor_vit_barnklader_32991-136o.jpg,product-entry-id-32991,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32991
