article_no,gender,category,price,new_size,brand
870702,unisex,uv-bad,269,Na,Leksaker
841682,unisex,uv-bad,109,74-80,Leksaker
841682,unisex,uv-bad,109,86-92,Leksaker
841682,unisex,uv-bad,109,98-104,Leksaker
841682,unisex,uv-bad,109,110-116,Leksaker
841682,unisex,uv-bad,109,122-128,Leksaker
875103,unisex,uv-bad,139,3Y,Leksaker
875103,unisex,uv-bad,139,4Y,Leksaker
875103,unisex,uv-bad,139,5Y,Leksaker
875103,unisex,uv-bad,139,6Y,Leksaker
844926,unisex,uv-bad,199,92,Leksaker
844926,unisex,uv-bad,199,98,Leksaker
844926,unisex,uv-bad,199,Na,Leksaker
844926,unisex,uv-bad,199,Na,Leksaker
844926,unisex,uv-bad,199,Na,Leksaker
844926,unisex,uv-bad,199,Na,Leksaker
844926,unisex,uv-bad,199,Na,Leksaker
870567,unisex,uv-bad,209,86,Leksaker
870567,unisex,uv-bad,209,92,Leksaker
870567,unisex,uv-bad,209,98,Leksaker
844888,unisex,uv-bad,109,86-92,Leksaker
844888,unisex,uv-bad,109,98-104,Leksaker
844888,unisex,uv-bad,109,110-116,Leksaker
844888,unisex,uv-bad,109,122-128,Leksaker
854196,unisex,uv-bad,169,80,Leksaker
854196,unisex,uv-bad,169,90,Leksaker
854196,unisex,uv-bad,169,Na,Leksaker
854196,unisex,uv-bad,169,Na,Leksaker
742988,unisex,uv-bad,249,9-12M,Leksaker
889332,unisex,uv-bad,329,98-104,Leksaker
870561,unisex,uv-bad,209,86,Leksaker
870561,unisex,uv-bad,209,92,Leksaker
874987,unisex,uv-bad,259,3Y,Leksaker
841648,unisex,uv-bad,109,3-6M,Leksaker
841648,unisex,uv-bad,109,6-9M,Leksaker
841648,unisex,uv-bad,109,9-12M,Leksaker
844868,unisex,uv-bad,269,98-104,Leksaker
844868,unisex,uv-bad,269,110-116,Leksaker
871498,unisex,uv-bad,219,6-9M,Leksaker
871498,unisex,uv-bad,219,9-12M,Leksaker
842602,unisex,uv-bad,169,3-6M,Leksaker
842602,unisex,uv-bad,169,9-12M,Leksaker
833771,unisex,uv-bad,249,XS,Leksaker
833771,unisex,uv-bad,249,S,Leksaker
833771,unisex,uv-bad,249,M,Leksaker
828663,unisex,uv-bad,149,Na,Leksaker
828663,unisex,uv-bad,149,Na,Leksaker
828663,unisex,uv-bad,149,92,Leksaker
864992,unisex,uv-bad,199,Na,Leksaker
864992,unisex,uv-bad,199,Na,Leksaker
864992,unisex,uv-bad,199,Na,Leksaker
864992,unisex,uv-bad,199,Na,Leksaker
864992,unisex,uv-bad,199,Na,Leksaker
864992,unisex,uv-bad,199,Na,Leksaker
864992,unisex,uv-bad,199,Na,Leksaker
864992,unisex,uv-bad,199,Na,Leksaker
864992,unisex,uv-bad,199,Na,Leksaker
864992,unisex,uv-bad,199,98,Leksaker
828557,unisex,uv-bad,149,Na,Leksaker
828557,unisex,uv-bad,149,Na,Leksaker
828557,unisex,uv-bad,149,92,Leksaker
828557,unisex,uv-bad,149,98,Leksaker
828674,unisex,uv-bad,109,Na,Leksaker
828674,unisex,uv-bad,109,Na,Leksaker
828674,unisex,uv-bad,109,92,Leksaker
874230,unisex,uv-bad,109,12M,Leksaker
874230,unisex,uv-bad,109,18M,Leksaker
874230,unisex,uv-bad,109,24M,Leksaker
874230,unisex,uv-bad,109,36M,Leksaker
10009419,unisex,uv-bad,299,8Y,Leksaker
10009419,unisex,uv-bad,299,10Y,Leksaker
10009419,unisex,uv-bad,299,12Y,Leksaker
10009419,unisex,uv-bad,299,14Y,Leksaker
10009419,unisex,uv-bad,299,16Y,Leksaker
743010,unisex,uv-bad,119,74-80,Leksaker
743010,unisex,uv-bad,119,86-92,Leksaker
743010,unisex,uv-bad,119,98-104,Leksaker
743010,unisex,uv-bad,119,110-116,Leksaker
743010,unisex,uv-bad,119,122-128,Leksaker
842789,unisex,uv-bad,159,6-9M,Leksaker
842789,unisex,uv-bad,159,9-12M,Leksaker
735887,unisex,uv-bad,149,110-116,Leksaker
735887,unisex,uv-bad,149,122-128,Leksaker
735887,unisex,uv-bad,149,134-140,Leksaker
842692,unisex,uv-bad,259,74-80,Leksaker
842692,unisex,uv-bad,259,86-92,Leksaker
842692,unisex,uv-bad,259,98-104,Leksaker
842692,unisex,uv-bad,259,110-116,Leksaker
842692,unisex,uv-bad,259,122-128,Leksaker
870553,unisex,uv-bad,179,44,Leksaker
870553,unisex,uv-bad,179,48,Leksaker
870553,unisex,uv-bad,179,56,Leksaker
841636,unisex,uv-bad,109,3-6M,Leksaker
841636,unisex,uv-bad,109,6-9M,Leksaker
841636,unisex,uv-bad,109,9-12M,Leksaker
841636,unisex,uv-bad,109,12-18M,Leksaker
828601,unisex,uv-bad,129,Na,Leksaker
828601,unisex,uv-bad,129,Na,Leksaker
828601,unisex,uv-bad,129,Na,Leksaker
828601,unisex,uv-bad,129,92,Leksaker
842717,unisex,uv-bad,159,74-80,Leksaker
842717,unisex,uv-bad,159,86-92,Leksaker
842717,unisex,uv-bad,159,98-104,Leksaker
842717,unisex,uv-bad,159,110-116,Leksaker
842717,unisex,uv-bad,159,122-128,Leksaker
842717,unisex,uv-bad,159,134-140,Leksaker
749034,unisex,uv-bad,319,104-110,Leksaker
749034,unisex,uv-bad,319,116-122,Leksaker
749034,unisex,uv-bad,319,128-134,Leksaker
851775,unisex,uv-bad,89,62-68,Leksaker
851775,unisex,uv-bad,89,74-80,Leksaker
851775,unisex,uv-bad,89,86-92,Leksaker
874226,unisex,uv-bad,109,12M,Leksaker
874226,unisex,uv-bad,109,18M,Leksaker
874226,unisex,uv-bad,109,24M,Leksaker
874226,unisex,uv-bad,109,36M,Leksaker
728959,unisex,uv-bad,99,54,Leksaker
728959,unisex,uv-bad,99,56,Leksaker
875063,unisex,uv-bad,159,3Y,Leksaker
875063,unisex,uv-bad,159,4Y,Leksaker
875063,unisex,uv-bad,159,5Y,Leksaker
875063,unisex,uv-bad,159,6Y,Leksaker
730203,unisex,uv-bad,299,Na,Leksaker
730203,unisex,uv-bad,299,Na,Leksaker
730203,unisex,uv-bad,299,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
870724,unisex,uv-bad,189,Na,Leksaker
861955,unisex,uv-bad,309,0-1Y,Leksaker
861955,unisex,uv-bad,309,1-2Y,Leksaker
861955,unisex,uv-bad,309,2-3Y,Leksaker
861955,unisex,uv-bad,309,3-4Y,Leksaker
861955,unisex,uv-bad,309,5-6Y,Leksaker
861955,unisex,uv-bad,309,7-8Y,Leksaker
842612,unisex,uv-bad,169,62-68,Leksaker
842612,unisex,uv-bad,169,74-80,Leksaker
842612,unisex,uv-bad,169,86-92,Leksaker
842612,unisex,uv-bad,169,122-128,Leksaker
844919,unisex,uv-bad,199,92,Leksaker
844919,unisex,uv-bad,199,98,Leksaker
844919,unisex,uv-bad,199,Na,Leksaker
844919,unisex,uv-bad,199,Na,Leksaker
844919,unisex,uv-bad,199,Na,Leksaker
844919,unisex,uv-bad,199,Na,Leksaker
844919,unisex,uv-bad,199,Na,Leksaker
841661,unisex,uv-bad,159,6-9M,Leksaker
841661,unisex,uv-bad,159,9-12M,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
870875,unisex,uv-bad,259,Na,Leksaker
892784,unisex,uv-bad,229,XS,Leksaker
875009,unisex,uv-bad,229,3Y,Leksaker
875009,unisex,uv-bad,229,5Y,Leksaker
875009,unisex,uv-bad,229,6Y,Leksaker
742950,unisex,uv-bad,99,158-164,Leksaker
885412,unisex,uv-bad,139,Na,Leksaker
885412,unisex,uv-bad,139,Na,Leksaker
885412,unisex,uv-bad,139,Na,Leksaker
885412,unisex,uv-bad,139,Na,Leksaker
885412,unisex,uv-bad,139,Na,Leksaker
885412,unisex,uv-bad,139,Na,Leksaker
885412,unisex,uv-bad,139,Na,Leksaker
748484,unisex,uv-bad,149,8Y,Leksaker
861967,unisex,uv-bad,309,0-1Y,Leksaker
861967,unisex,uv-bad,309,1-2Y,Leksaker
861967,unisex,uv-bad,309,2-3Y,Leksaker
861967,unisex,uv-bad,309,3-4Y,Leksaker
861967,unisex,uv-bad,309,5-6Y,Leksaker
861967,unisex,uv-bad,309,7-8Y,Leksaker
841620,unisex,uv-bad,159,3-6M,Leksaker
841620,unisex,uv-bad,159,6-9M,Leksaker
854215,unisex,uv-bad,149,90,Leksaker
854215,unisex,uv-bad,149,Na,Leksaker
854215,unisex,uv-bad,149,Na,Leksaker
854215,unisex,uv-bad,149,Na,Leksaker
854215,unisex,uv-bad,149,Na,Leksaker
854215,unisex,uv-bad,149,Na,Leksaker
841625,unisex,uv-bad,159,6-9M,Leksaker
841625,unisex,uv-bad,159,9-12M,Leksaker
886436,unisex,uv-bad,99,Na,Leksaker
886436,unisex,uv-bad,99,Na,Leksaker
886436,unisex,uv-bad,99,Na,Leksaker
886436,unisex,uv-bad,99,Na,Leksaker
886436,unisex,uv-bad,99,Na,Leksaker
886436,unisex,uv-bad,99,Na,Leksaker
886436,unisex,uv-bad,99,Na,Leksaker
850534,unisex,uv-bad,189,134-140,Leksaker
850534,unisex,uv-bad,189,146-152,Leksaker
850534,unisex,uv-bad,189,158-164,Leksaker
10024214,unisex,uv-bad,69,92,Leksaker
10024214,unisex,uv-bad,69,98-104,Leksaker
877180,unisex,uv-bad,189,1-4M,Leksaker
877180,unisex,uv-bad,189,4-9M,Leksaker
877180,unisex,uv-bad,189,9-12M,Leksaker
10009516,unisex,uv-bad,269,5Y,Leksaker
866240,unisex,uv-bad,149,6Y,Leksaker
739915,unisex,uv-bad,289,Na,Leksaker
739915,unisex,uv-bad,289,92,Leksaker
842741,unisex,uv-bad,169,74-80,Leksaker
842741,unisex,uv-bad,169,98-104,Leksaker
842741,unisex,uv-bad,169,110-116,Leksaker
841675,unisex,uv-bad,169,74-80,Leksaker
841675,unisex,uv-bad,169,98-104,Leksaker
841675,unisex,uv-bad,169,122-128,Leksaker
841675,unisex,uv-bad,169,146-152,Leksaker
748528,unisex,uv-bad,119,6Y,Leksaker
885718,unisex,uv-bad,149,Na,Leksaker
885718,unisex,uv-bad,149,Na,Leksaker
885718,unisex,uv-bad,149,Na,Leksaker
748477,unisex,uv-bad,149,4Y,Leksaker
748477,unisex,uv-bad,149,5Y,Leksaker
748477,unisex,uv-bad,149,6Y,Leksaker
748477,unisex,uv-bad,149,8Y,Leksaker
748513,unisex,uv-bad,119,3Y,Leksaker
748513,unisex,uv-bad,119,4Y,Leksaker
748513,unisex,uv-bad,119,5Y,Leksaker
748513,unisex,uv-bad,119,6Y,Leksaker
850540,unisex,uv-bad,189,134-140,Leksaker
850540,unisex,uv-bad,189,146-152,Leksaker
850540,unisex,uv-bad,189,158-164,Leksaker
748476,unisex,uv-bad,149,8Y,Leksaker
735875,unisex,uv-bad,289,86-92,Leksaker
735875,unisex,uv-bad,289,98-104,Leksaker
735875,unisex,uv-bad,289,110-116,Leksaker
735875,unisex,uv-bad,289,122-128,Leksaker
735875,unisex,uv-bad,289,134-140,Leksaker
870663,unisex,uv-bad,179,48,Leksaker
723808,unisex,uv-bad,249,74-80,Leksaker
723808,unisex,uv-bad,249,86-92,Leksaker
723808,unisex,uv-bad,249,98-104,Leksaker
723808,unisex,uv-bad,249,110-116,Leksaker
723808,unisex,uv-bad,249,122-128,Leksaker
723808,unisex,uv-bad,249,134-140,Leksaker
877158,unisex,uv-bad,199,62-68,Leksaker
877158,unisex,uv-bad,199,74-80,Leksaker
877158,unisex,uv-bad,199,86-92,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
870713,unisex,uv-bad,189,Na,Leksaker
852179,unisex,uv-bad,209,74-80,Leksaker
852179,unisex,uv-bad,209,86-92,Leksaker
852179,unisex,uv-bad,209,98-104,Leksaker
852179,unisex,uv-bad,209,110-116,Leksaker
746894,unisex,uv-bad,119,8Y,Leksaker
858035,unisex,uv-bad,149,4-10M,Leksaker
858035,unisex,uv-bad,149,1-2Y,Leksaker
806328,unisex,uv-bad,149,Na,Leksaker
889333,unisex,uv-bad,329,62-68,Leksaker
748496,unisex,uv-bad,139,8Y,Leksaker
892718,unisex,uv-bad,189,M,Leksaker
873999,unisex,uv-bad,79,12M,Leksaker
873999,unisex,uv-bad,79,18M,Leksaker
734725,unisex,uv-bad,339,110-116,Leksaker
806404,unisex,uv-bad,129,Na,Leksaker
806404,unisex,uv-bad,129,Na,Leksaker
806404,unisex,uv-bad,129,Na,Leksaker
806404,unisex,uv-bad,129,Na,Leksaker
806404,unisex,uv-bad,129,Na,Leksaker
885419,unisex,uv-bad,139,Na,Leksaker
885419,unisex,uv-bad,139,Na,Leksaker
885419,unisex,uv-bad,139,Na,Leksaker
885419,unisex,uv-bad,139,Na,Leksaker
885419,unisex,uv-bad,139,Na,Leksaker
